account_id,risk_score,triggered_patterns,evidence
ACC004184,69,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 8min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000114,69,layering_chain;rapid_passthrough,"rapid_passthrough: received 4390 (91.9x its own typical transaction size), forwarded 4390 within 2h | layering_chain: part of 4-hop rapid P2P transfer chain | layering_chain: part of 4-hop rapid P2P transfer chain"
ACC001558,69,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 10min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004518,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC002984,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC004950,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC002529,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC002293,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC003827,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC004612,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC004727,65,fan_in_aggregation,fan_in_aggregation: received from 11 accounts within 400min (22.0x its own baseline rate); followed by rapid outbound cash-out
ACC003510,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000411,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC000964,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000935,65,layering_chain;rapid_passthrough,"rapid_passthrough: received 4529 (81.3x its own typical transaction size), forwarded 4529 within 2h | layering_chain: part of 4-hop rapid P2P transfer chain | layering_chain: part of 4-hop rapid P2P transfer chain"
ACC001048,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000610,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000560,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 6 accounts feeding a common recipient within 400min
ACC003735,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000724,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001325,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000092,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC003408,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC001116,65,fan_in_aggregation,fan_in_aggregation: received from 11 accounts within 400min (22.0x its own baseline rate); followed by rapid outbound cash-out
ACC001777,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003443,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC000666,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC003984,65,fan_in_aggregation,fan_in_aggregation: received from 10 accounts within 400min (20.0x its own baseline rate); followed by rapid outbound cash-out
ACC001974,63,fan_in_aggregation;fan_out_smurfing;rapid_passthrough,"fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 106min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | rapid_passthrough: received 99 (3.1x its own typical transaction size), forwarded 275 within 2h"
ACC002002,61,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 96min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001168,60,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 115min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC003008,60,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 130min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC004065,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004891,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001061,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 145min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC004983,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001638,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003312,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002552,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 8min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002030,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 8min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003098,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 8min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000902,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 145min | fan_in_aggregation: one of 10 accounts feeding a common recipient within 400min
ACC001464,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 10min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003886,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002716,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000086,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002908,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002543,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000889,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC004914,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002071,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min
ACC002376,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 41 rapid recipients from a single source within 63min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC001597,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 10min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC003729,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 10min | fan_out_smurfing: received funds as one of 8 rapid recipients from a single source within 99min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC002178,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 10min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
ACC000803,59,fan_in_aggregation;rapid_passthrough,"fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | rapid_passthrough: received 6507 (150.3x its own typical transaction size), forwarded 6311 within 2h"
ACC002740,59,fan_in_aggregation;rapid_passthrough,"fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min | rapid_passthrough: received 8622 (207.2x its own typical transaction size), forwarded 8364 within 2h"
ACC004315,59,fan_in_aggregation;fan_out_smurfing,fan_out_smurfing: received funds as one of 40 rapid recipients from a single source within 8min | fan_in_aggregation: one of 5 accounts feeding a common recipient within 400min | fan_in_aggregation: one of 4 accounts feeding a common recipient within 400min
